"annee","etablissement","academie","domaine","discipline","situation","nombre_de_reponses","taux_de_reponse","poids_de_la_discipline","taux_dinsertion","emplois_cadre_ou_professions_intermediaires","emplois_stables","emplois_a_temps_plein","salaire_net_median_des_emplois_a_temps_plein","salaire_brut_annuel_estime","de_diplomes_boursiers","taux_de_chomage_regional","salaire_net_mensuel_median_regional","emplois_cadre","emplois_exterieurs_a_la_region_de_luniversite","femmes","salaire_net_mensuel_regional_1er_quartile","salaire_net_mensuel_regional_3eme_quartile"
2010,"Paris 4 - Sorbonne","Paris","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",45,49,17,"84","92","66","92","","",16,"8.8","1990","","","","",""
2010,"Paris 4 - Sorbonne","Paris","Sciences humaines et sociales","Information communication","30 mois après le diplôme",100,50,41,"91","97","79","98","2220","34600",16,"8.8","1990","","","","",""
2010,"Paris 7 - Denis Diderot","Paris","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",121,76,35,"86","94","58","77","1810","28200",16,"8.8","1990","","","","",""
2010,"Rouen","Rouen","Droit, économie et gestion","Gestion","30 mois après le diplôme",74,67,24,"88","78","80","100","1850","28900",30,"11.6","1760","","","","",""
2010,"Paris-Est Marne-la-Vallée","Créteil","Droit, économie et gestion","Gestion","30 mois après le diplôme",162,78,32,"92","84","85","97","2020","31500",16,"8.8","1990","","","","",""
2010,"Paris-Est Marne-la-Vallée","Créteil","Sciences, technologies et santé","Sciences de l'ingénieur","30 mois après le diplôme",30,87,6,"87","","","","","",16,"8.8","1990","","","","",""
2010,"Paris-Est Marne-la-Vallée","Créteil","Sciences, technologies et santé","Informatique","30 mois après le diplôme",43,77,8,"95","93","98","100","2300","35900",16,"8.8","1990","","","","",""
2010,"Versailles Saint-Quentin-en-Yvelines","Versailles","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",89,61,26,"92","99","89","100","","",15,"8.8","1990","","","","",""
2010,"Amiens - Picardie Jules-Verne","Amiens","Droit, économie et gestion","Gestion","30 mois après le diplôme",54,75,17,"96","90","92","98","2050","32000",32,"12.3","1760","","","","",""
2010,"Toulon - Sud Toulon Var","Nice","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",58,78,24,"90","88","87","94","","",40,"11.7","1750","","","","",""
2010,"Poitiers","Poitiers","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",56,86,8,"96","83","50","70","1640","25500",30,"9.8","1670","","","","",""
2010,"Paris 11 - Paris Sud","Versailles","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",54,75,15,"91","100","86","98","2100","32800",18,"8.8","1990","","","","",""
2010,"Evry Val-d'Essonne","Versailles","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",68,67,25,"85","72","57","89","1600","25000",20,"8.8","1990","","","","",""
2010,"Paris Ouest Nanterre La Défense","Versailles","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",40,47,11,"91","66","66","87","","",18,"8.8","1990","","","","",""
2010,"Paris 8 - Vincennes Saint-Denis","Créteil","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",48,74,19,"92","74","46","61","","",22,"8.8","1990","","","","",""
2010,"Paris-Est Créteil","Créteil","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",381,68,60,"92","89","81","98","2200","34300",25,"8.8","1990","","","","",""
2010,"Paris-Est Créteil","Créteil","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",118,81,16,"92","90","59","95","2000","31200",25,"8.8","1990","","","","",""
2010,"Paris-Est Créteil","Créteil","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",85,73,13,"89","91","74","95","1950","30400",25,"8.8","1990","","","","",""
2010,"Cergy-Pontoise","Versailles","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",89,49,37,"93","91","83","100","2380","37200",24,"8.8","1990","","","","",""
2010,"Corse - Pasquale Paoli","Corse","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",45,77,28,"96","91","88","95","1780","27800",31,"10","1660","","","","",""
2010,"La Réunion","La Réunion","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",75,62,52,"81","74","71","98","1950","30400",50,"","1950","","","","",""
2012,"Paris 2 - Panthéon Assas","Paris","Droit, économie et gestion","Économie","30 mois après le diplôme",38,54,16,"84","94","88","100","","",9,"9","2020","80","","47","1580","2530"
2012,"Paris 2 - Panthéon Assas","Paris","Sciences humaines et sociales","Information communication","30 mois après le diplôme",35,63,12,"94","","70","94","","",9,"9","2020","","","65","1580","2530"
2012,"Paris 4 - Sorbonne","Paris","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",31,59,10,"97","","83","93","","",18,"9","2020","","16","58","1580","2530"
2012,"Paris René Descartes","Paris","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",65,66,20,"92","90","90","97","2320","36100",16,"9","2020","75","10","60","1580","2530"
2012,"Paris René Descartes","Paris","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",183,74,49,"90","93","61","75","1800","28100",16,"9","2020","79","23","89","1580","2530"
2012,"Paris Pierre et Marie Curie","Paris","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",52,60,17,"87","98","93","100","2290","35700",22,"9","2020","91","28","46","1580","2530"
2012,"Paris 7 - Denis Diderot","Paris","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",33,51,14,"85","","","","","",22,"9","2020","","","45","1580","2530"
2012,"Paris 8 - Vincennes Saint-Denis","Créteil","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",42,67,22,"90","92","50","79","","",29,"9","2020","78","34","92","1580","2530"
2012,"Poitiers","Poitiers","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",116,72,15,"87","78","49","78","1580","24600",39,"9.6","","56","62","75","1380","1980"
2012,"Poitiers","Poitiers","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",154,69,21,"89","95","78","98","2000","31200",39,"9.6","","73","79","44","1380","1980"
2012,"Rennes 2 - Haute Bretagne","Rennes","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",34,88,8,"85","","","","","",45,"9","1700","","","74","1380","2020"
2012,"Rouen","Rouen","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",136,80,34,"93","66","76","98","1910","29800",37,"11.1","1800","33","48","64","1460","2120"
2012,"Saint-Etienne - Jean Monnet","Lyon","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",38,79,14,"76","","","","","",31,"8.9","1780","","","36","1430","2130"
2012,"Strasbourg","Strasbourg","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",316,76,40,"92","83","79","97","2030","31600",23,"9.3","1760","59","52","59","1430","2080"
2012,"Toulon - Sud Toulon Var","Nice","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",57,67,35,"88","86","86","96","1900","29600",40,"11.7","1790","49","72","43","1390","2170"
2012,"Toulon - Sud Toulon Var","Nice","Sciences humaines et sociales","Information communication","30 mois après le diplôme",57,67,35,"88","86","86","96","1900","29600",40,"11.7","1790","49","72","43","1390","2170"
2012,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",44,80,7,"89","95","90","97","2070","32200",40,"10.5","1760","82","20","36","1420","2090"
2012,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences humaines et sociales","Information communication","30 mois après le diplôme",44,80,7,"89","95","90","97","2070","32200",40,"10.5","1760","82","20","36","1420","2090"
2011,"Clermont-Ferrand 2 - Blaise Pascal","Clermont-Ferrand","Sciences, technologies et santé","Sciences de l'ingénieur","30 mois après le diplôme",46,82,10,"85","100","85","100","2130","33300",39,"8.6","1710","85","69","35","",""
2011,"Dijon - Bourgogne","Dijon","Sciences humaines et sociales","Information communication","30 mois après le diplôme",50,75,7,"86","79","67","81","1600","25000",29,"8.8","1790","52","88","74","",""
2011,"Evry Val-d'Essonne","Versailles","Droit, économie et gestion","Droit","30 mois après le diplôme",32,60,12,"66","","","","","",21,"8.6","1990","","","72","",""
2011,"Evry Val-d'Essonne","Versailles","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",33,68,12,"76","","","","","",21,"8.6","1990","","","69","",""
2011,"Grenoble 1 - Joseph Fourier","Grenoble","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",67,75,15,"85","95","61","91","1830","28600",41,"8.5","1730","76","55","57","",""
2011,"Grenoble 1 - Joseph Fourier","Grenoble","Masters enseignement","Masters enseignement","30 mois après le diplôme",81,65,20,"97","85","83","92","1660","25800",41,"8.5","1730","77","28","76","",""
2011,"Grenoble 2 - Pierre Mendès France","Grenoble","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",84,84,13,"85","97","66","94","1730","27000",30,"8.5","1730","67","41","61","",""
2010,"Pau - Pays de l'Adour","Bordeaux","Droit, économie et gestion","Gestion","30 mois après le diplôme",51,94,15,"98","59","88","100","1790","28000",33,"10.2","1680","","","","",""
2010,"Pau - Pays de l'Adour","Bordeaux","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",65,94,19,"89","98","84","98","1950","30400",33,"10.2","1680","","","","",""
2010,"Strasbourg","Strasbourg","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",162,81,21,"90","90","51","83","1630","25400",23,"9.2","1740","","","","",""
2010,"Strasbourg","Strasbourg","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",74,76,10,"82","93","59","98","1780","27800",23,"9.2","1740","","","","",""
2010,"Strasbourg","Strasbourg","Sciences, technologies et santé","Informatique","30 mois après le diplôme",41,70,6,"98","97","88","97","2180","34100",23,"9.2","1740","","","","",""
2010,"Mulhouse - Haute Alsace","Strasbourg","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",35,80,20,"89","73","77","97","","",30,"9.2","1740","","","","",""
2010,"Mulhouse - Haute Alsace","Strasbourg","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",50,81,28,"84","82","52","90","1480","23100",30,"9.2","1740","","","","",""
2010,"Lyon 1 - Claude Bernard","Lyon","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",90,85,19,"88","99","82","100","1990","31000",20,"9.2","1750","","","","",""
2010,"Lyon 2 - Lumière","Lyon","Sciences, technologies et santé","Informatique","30 mois après le diplôme",33,63,6,"100","84","91","100","","",26,"9.2","1750","","","","",""
2010,"Le Mans - Maine","Nantes","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",61,89,31,"90","73","67","96","1660","26000",29,"9","1680","","","","",""
2010,"Chambéry - Savoie","Grenoble","Droit, économie et gestion","Gestion","30 mois après le diplôme",183,92,42,"90","71","83","99","2000","31200",33,"9.2","1750","","","","",""
2010,"Chambéry - Savoie","Grenoble","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",38,81,10,"95","56","64","84","","",33,"9.2","1750","","","","",""
2010,"Chambéry - Savoie","Grenoble","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",50,93,11,"98","90","57","57","","",33,"9.2","1750","","","","",""
2010,"Paris 1 - Panthéon Sorbonne","Paris","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",476,66,69,"97","91","76","97","2180","34100",20,"8.8","1990","","","","",""
2010,"Paris 1 - Panthéon Sorbonne","Paris","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",76,79,9,"97","81","65","88","1740","27200",20,"8.8","1990","","","","",""
2010,"Paris 1 - Panthéon Sorbonne","Paris","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",87,69,12,"99","88","49","92","1800","28100",20,"8.8","1990","","","","",""
2010,"Paris 3 - Sorbonne Nouvelle","Paris","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",48,67,28,"88","76","47","90","1820","28400",21,"8.8","1990","","","","",""
2010,"Paris 4 - Sorbonne","Paris","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",86,49,35,"87","83","72","91","1800","28100",16,"8.8","1990","","","","",""
2010,"Paris 4 - Sorbonne","Paris","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",161,50,65,"88","95","76","96","2210","34400",16,"8.8","1990","","","","",""
2010,"Paris René Descartes","Paris","Droit, économie et gestion","Gestion","30 mois après le diplôme",45,65,14,"98","91","95","98","2550","39800",21,"8.8","1990","","","","",""
2010,"Paris René Descartes","Paris","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",186,75,46,"92","93","63","68","1750","27300",21,"8.8","1990","","","","",""
2010,"Paris René Descartes","Paris","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",45,77,11,"91","93","61","97","2000","31300",21,"8.8","1990","","","","",""
2010,"Paris Pierre et Marie Curie","Paris","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",290,63,92,"93","97","77","98","2170","33800",22,"8.8","1990","","","","",""
2010,"Paris Pierre et Marie Curie","Paris","Sciences, technologies et santé","Sciences de l'ingénieur","30 mois après le diplôme",44,60,14,"98","100","88","100","2130","33300",22,"8.8","1990","","","","",""
2010,"Paris Pierre et Marie Curie","Paris","Sciences, technologies et santé","Informatique","30 mois après le diplôme",71,64,22,"97","97","90","100","2450","38200",22,"8.8","1990","","","","",""
